id,name,salary_from,salary_to,salary_currency,experience,employment,schedule,city,company,description,skills,url
4144,ML Engineer,137000.0,368000.0,RUR,between1And3,full,fullDay,Екатеринбург,Сбер,Внедрение CI/CD процессов и автоматизация деплоя моделей в продакшн,Python;PyTorch;Kubernetes;MLflow;Airflow;Agile;gRPC,https://hh.ru/vacancy/4144
4145,Lead ML Engineer,132000.0,245000.0,RUR,noExperience,project,remote,Москва,Озон,Разработка и оптимизация алгоритмов обработки данных в режиме реального времени,Python;PyTorch;Kubernetes;MLflow;Airflow;REST API,https://hh.ru/vacancy/4145
4146,Middle Data Scientist,108000.0,266000.0,RUR,between1And3,part,fullDay,Санкт-Петербург,SKB Kontur,Участие в исследованиях в области компьютерного зрения и обработки изображений,Python;sklearn;pandas;SQL;Jupyter;gRPC,https://hh.ru/vacancy/4146
4147,Lead ML Engineer,264000.0,541000.0,RUR,between3And6,full,flexible,Москва,DataArt,Разработка API и интеграция с внешними сервисами и базами данных,Python;PyTorch;TensorFlow;MLflow;Kubernetes;GraphQL;MongoDB,https://hh.ru/vacancy/4147
4148,Junior Business Analyst,500.0,900.0,EUR,noExperience,full,shift,Пермь,Тинькофф,Анализ больших данных и построение дата-пайплайнов для бизнеса,SQL;Excel;Tableau;Power BI;BPMN;MongoDB;gRPC,https://hh.ru/vacancy/4148
4149,Lead ML Engineer,4500.0,7400.0,USD,moreThan6,full,fullDay,Челябинск,Озон,Разработка NLP-систем для обработки текстов на русском и английском языках,Python;PyTorch;TensorFlow;MLflow;Kubernetes,https://hh.ru/vacancy/4149
4150,Lead Android Developer,88000.0,,RUR,between3And6,full,flexible,Екатеринбург,Газпромнефть,Создание и поддержка ML моделей для продуктовых задач компании,Kotlin;Android;Java;Git;REST API;REST API;Agile,https://hh.ru/vacancy/4150
4151,Middle Product Analyst,,166000.0,RUR,between1And3,full,fullDay,Санкт-Петербург,Акрос,Разработка API и интеграция с внешними сервисами и базами данных,SQL;Python;Amplitude;Mixpanel;A/B testing,https://hh.ru/vacancy/4151
4152,Junior Frontend Developer,,160000.0,RUR,between3And6,part,fullDay,Нижний Новгород,SKB Kontur,Участие в исследованиях в области компьютерного зрения и обработки изображений,JavaScript;React;TypeScript;CSS;HTML,https://hh.ru/vacancy/4152
4153,Junior Go Developer,165000.0,310000.0,RUR,between3And6,project,fullDay,Нижний Новгород,Mail.ru,Создание и поддержка ML моделей для продуктовых задач компании,Go;gRPC;PostgreSQL;Redis;Kubernetes;Git,https://hh.ru/vacancy/4153
4154,Lead Java Developer,159000.0,358000.0,RUR,moreThan6,full,fullDay,Санкт-Петербург,Positive Technologies,Сопровождение и развитие MLOps платформы для команды data science,Java;Spring;Kafka;PostgreSQL;Docker,https://hh.ru/vacancy/4154
4155,Data Scientist,133000.0,328000.0,RUR,between3And6,full,fullDay,Москва,Озон,Работа с большими объёмами данных в Spark и Hadoop кластерах,Python;sklearn;pandas;SQL;Jupyter;GraphQL;Scrum,https://hh.ru/vacancy/4155
4156,Middle Data Analyst,96000.0,229000.0,RUR,moreThan6,full,fullDay,Самара,Сколтех,Разработка backend сервисов на Python с использованием современных фреймворков,SQL;Python;Tableau;Excel;Power BI;MongoDB,https://hh.ru/vacancy/4156
4157,Middle Go Developer,123000.0,288000.0,RUR,between1And3,part,flexible,Москва,Mail.ru,Разработка NLP-систем для обработки текстов на русском и английском языках,Go;gRPC;PostgreSQL;Redis;Kubernetes,https://hh.ru/vacancy/4157
4158,Lead ML Engineer,153000.0,420000.0,RUR,between3And6,full,fullDay,Санкт-Петербург,Озон,Разработка мобильных приложений с использованием современных технологий,Python;PyTorch;Kubernetes;MLflow;Airflow;Git,https://hh.ru/vacancy/4158
4159,Python Developer,81000.0,238000.0,RUR,between1And3,full,fullDay,Екатеринбург,Ростелеком,Исследование и внедрение новых подходов в области машинного обучения,Python;FastAPI;PostgreSQL;Docker;Git;gRPC;Scrum,https://hh.ru/vacancy/4159
4160,Senior Python Developer,213000.0,432000.0,RUR,between3And6,full,fullDay,Саратов,Сколтех,Внедрение CI/CD процессов и автоматизация деплоя моделей в продакшн,Python;FastAPI;PostgreSQL;Docker;Kubernetes;Redis;Scrum,https://hh.ru/vacancy/4160
4161,Junior Data Analyst,69000.0,161000.0,RUR,between3And6,part,fullDay,Новосибирск,Wrike,Анализ больших данных и построение дата-пайплайнов для бизнеса,SQL;Python;Tableau;Excel;Power BI;Scrum,https://hh.ru/vacancy/4161
4162,Middle Data Scientist,95000.0,250000.0,RUR,between1And3,full,remote,Новосибирск,Evrone,Анализ больших данных и построение дата-пайплайнов для бизнеса,Python;sklearn;pandas;SQL;Jupyter;Linux;Agile,https://hh.ru/vacancy/4162
4163,Python Developer,100000.0,254000.0,RUR,between3And6,full,fullDay,Москва,Сколтех,Разработка мобильных приложений с использованием современных технологий,Python;FastAPI;PostgreSQL;Docker;Git,https://hh.ru/vacancy/4163
4164,Junior DevOps Engineer,190000.0,334000.0,RUR,moreThan6,part,fullDay,Волгоград,МТС,Участие в исследованиях в области компьютерного зрения и обработки изображений,Docker;Kubernetes;Terraform;Jenkins;Linux;REST API,https://hh.ru/vacancy/4164
4165,Middle iOS Developer,,,RUR,between1And3,full,remote,Уфа,Тинькофф,Участие в исследованиях в области компьютерного зрения и обработки изображений,Swift;Objective-C;Xcode;Git;REST API;gRPC,https://hh.ru/vacancy/4165
4166,Middle Computer Vision Engineer,238000.0,,RUR,moreThan6,full,fullDay,Казань,Раифайзен,Исследование и внедрение новых подходов в области машинного обучения,Python;OpenCV;PyTorch;CUDA;TensorFlow,https://hh.ru/vacancy/4166
4167,Middle Java Developer,129000.0,241000.0,RUR,between3And6,full,remote,Москва,Лаборатория Касперского,Внедрение CI/CD процессов и автоматизация деплоя моделей в продакшн,Java;Spring;Kafka;PostgreSQL;Docker;GraphQL;MongoDB,https://hh.ru/vacancy/4167
4168,Senior Data Analyst,42000.0,100000.0,RUR,noExperience,full,fullDay,Новосибирск,МТС,Создание рекомендательных систем на основе коллаборативной фильтрации,SQL;Python;Tableau;Excel;Power BI;Linux,https://hh.ru/vacancy/4168
4169,Staff Python Developer,66000.0,,RUR,noExperience,full,fullDay,Санкт-Петербург,Лаборатория Касперского,Сопровождение и развитие MLOps платформы для команды data science,Python;FastAPI;PostgreSQL;Docker;Git,https://hh.ru/vacancy/4169
4170,Data Scientist,107000.0,284000.0,RUR,between1And3,full,remote,Пермь,Luxoft,Разработка backend сервисов на Python с использованием современных фреймворков,Python;sklearn;pandas;SQL;Jupyter;GraphQL;MongoDB,https://hh.ru/vacancy/4170
4171,Junior Data Analyst,,148000.0,RUR,between1And3,part,fullDay,Санкт-Петербург,Раифайзен,Участие в исследованиях в области компьютерного зрения и обработки изображений,SQL;Python;Tableau;Excel;Power BI;Git,https://hh.ru/vacancy/4171
4172,Data Analyst,58000.0,150000.0,RUR,between1And3,full,fullDay,Екатеринбург,DataArt,Разработка мобильных приложений с использованием современных технологий,SQL;Python;Tableau;Excel;Power BI;MongoDB,https://hh.ru/vacancy/4172
4173,Senior Java Developer,1000.0,2200.0,USD,between1And3,full,flexible,Москва,Акрос,Создание рекомендательных систем на основе коллаборативной фильтрации,Java;Spring;Kafka;PostgreSQL;Docker,https://hh.ru/vacancy/4173
4174,Senior iOS Developer,61000.0,164000.0,RUR,noExperience,full,fullDay,Санкт-Петербург,ГК Иннополис,Участие в исследованиях в области компьютерного зрения и обработки изображений,Swift;Objective-C;Xcode;Git;REST API;REST API;Scrum,https://hh.ru/vacancy/4174
4175,Lead ML Engineer,,445000.0,RUR,between1And3,full,fullDay,Москва,2ГИС,Создание и поддержка ML моделей для продуктовых задач компании,Python;PyTorch;TensorFlow;MLflow;Kubernetes;Git;gRPC,https://hh.ru/vacancy/4175
4176,Junior Android Developer,110000.0,,RUR,between3And6,full,remote,Нижний Новгород,Озон,Проектирование архитектуры микросервисов и интеграций с внешними системами,Kotlin;Android;Java;Git;REST API;GraphQL;Elasticsearch,https://hh.ru/vacancy/4176
